Year,Title,Journal,Authors,Category,Endorsement
2008,Steric Sea-level Change And Its Impact On The Gravity Field Caused By Global Climate Change,Pure And Applied Geophysics,Roedelsperger| S; Kuhn| M; Makarynskyy| O; Gerstenecker| C,2,3
2008,Storage And Dynamics Of Carbon And Nitrogen In Soil After Grazing Exclusion In Leymus Chinensis Grasslands Of Northern China,Journal Of Environmental Quality,Wu| L; He| N; Wang| Y; Han| X,3,4
2008,Stress Tolerance In Plants Via Habitat-adapted Symbiosis,Isme Journal,Rodriguez| Rj; Henson| J; Van Volkenburgh| E; Hoy| M; Wright| L; Beckwith| F; Kim| Yo; Redman| Rs,2,4
2008,Strontium Isotope Stratigraphy In The Upper Cenomanian Shallow-water Carbonates Of The Southern Apennines: Short-term Perturbations Of Marine Sr-87/sr-86 During The Oceanic Anoxic Event 2,Palaeogeography Palaeoclimatology Palaeoecology,Frijia| G; Parente| M,5,3
2008,Study Of Litter Decomposition Intensity In Litter Manipulative Trials In Sikfokut Cambisols,Cereal Research Communications,Fekete| I; Halasz| J; Kramoperger| Z; Krausz| E,2,4
2008,Study Of The Carbon Dioxide Chemical Fixation-activation By Guanidines,Tetrahedron,Pereira| Fs; Deazevedo| Er; Da Silva| Ef; Bonagamba| Tj; Agostini| Dld; Magalhaes| A; Job| Ae; Gonzalez| Erp,3,3
2008,Study Of The Simulated Heat Affected Zone Of Creep Resistant 9-12% Advanced Chromium Steel,Materials And Manufacturing Processes,Milovic| L; Vuherer| T; Zrilic| M; Sedmak| A; Putic| S,3,3
2008,Study On The Snow Distribution And Influencing Factors In Northern Tibet Based On Remote Sensing Information,Chinese Journal Of Geophysics-chinese Edition,Zhang| Jh; Wu| Y; Yao| Fm,2,4
2008,Substrate Quality And The Temperature Sensitivity Of Soil Organic Matter Decomposition,Soil Biology & Biochemistry,Hartley| Ip; Ineson| P,2,4
2008,Sudden| Considerable Reduction In Recent Uptake Of Anthropogenic Co(2) By The East/japan Sea,Geophysical Research Letters,Park| Gh; Lee| K; Tishchenko| P,2,3
2008,Summer Heatwaves Promote Blooms Of Harmful Cyanobacteria,Global Change Biology,Johnk| Kd; Huisman| J; Sharples| J; Sommeijer| B; Visser| Pm; Stroom| Jm,2,4
2008,Summer Precipitation Changes In Northeast Asia From The Aogcm Global Warming Experiments,Journal Of The Meteorological Society Of Japan,Lee| Ej; Kwon| Wt,2,3
2008,Summer Relative Humidity In Northern Japan Inferred From Delta(18)o Values Of The Tree Ring In (1776-2002 Ad): Influence Of The Paleoclimate Indices Of Atmospheric Circulation,Journal Of Geophysical Research-atmospheres,Tsuji| H; Nakatsuka| T; Yamazaki| K; Takagi| K,2,4
2008,Summer Temperature Variation And Implications For Juvenile Atlantic Salmon,Hydrobiologia,Mather| Me; Parrish| Dl; Campbell| Ca; Mcmenemy| Jr; Smith| Jm,2,4
2008,Surface Temperature Cooling Trends And Negative Radiative Forcing Due To Land Use Change Toward Greenhouse Farming In Southeastern Spain,Journal Of Geophysical Research-atmospheres,Campra| P; Garcia| M; Canton| Y; Palacios-orueta| A,4,3
2008,Suspended Sediment Dynamics In The Morteratsch Pro-glacial Zone| Bernina Alps| Switzerland,Geografiska Annaler Series A-physical Geography,Stott| T; Nuttall| Am; Eden| N; Smith| K; Maxwell| D,2,4
2008,Sustainable Development As A Framework For Developing Country Participation In International Climate Change Policies,Mitigation And Adaptation Strategies For Global Change,Halsnaes| K; Shukla| P,3,3
2008,Sustainable Management Of Vehicle Design,International Journal Of Vehicle Design,Schmidt| Wp; Taylor| A,3,4
2008,Sustainable Processes-the Challenge Of The 21st Century For Chemical Engineering,Process Safety And Environmental Protection,Gwehenberger| G; Narodoslawsky| M,3,4
2008,Synergies Between Agricultural Intensification And Climate Change Could Create Surprising Vulnerabilities For Crops,Bioscience,Lin| Bb; Perfecto| I; Vandermeer| J,2,4
2008,Synergisms Among Fire| Land Use| And Climate Change In The Amazon,Ambio,Cochrane| Ma; Laurance| Wf,2,4
2008,Synergistic Effects Of Climate-related Variables Suggest Future Physiological Impairment In A Top Oceanic Predator,Proceedings Of The National Academy Of Sciences Of The United States Of America,Rosa| R; Seibel| Ba,2,2
2008,System Optimization By Augmented Lagrangian Function Method For Co(2) Recovery System,Kagaku Kogaku Ronbunshu,Kakigami| H; Inoue| G; Matsukuma| Y; Minemoto| M; Yasutake| A; Oka| N,3,2
2008,Systematic Review Of The Impact Of Emissions From Aviation On Current And Future Climate,Aeronautical Journal,Takeda| K; Takeda| Al; Bryant| J; Clegg| Aj,4,3
2008,Technical Note: Dust Storms In China Decreased During The Last 50 Years,International Journal Of Remote Sensing,Guo| G; Xie| G,2,4
2008,Technical Note: Measuring Tropospheric Oh And Ho2 By Laser-induced Fluorescence At Low Pressure. A Comparison Of Calibration Techniques,Atmospheric Chemistry And Physics,Dusanter| S; Vimal| D; Stevens| Ps,4,4
2008,Temperature And Hydrological Variations Of The Urban Environment In The Taipei Metropolitan Area| Taiwan,Science Of The Total Environment,Wang| Ch; Lin| Wz; Peng| Tr; Tsai| Hc,2,4
2008,Temperature And Mortality In Nine Us Cities,Epidemiology,Zanobetti| A; Schwartz| J,2,4
2008,Temperature And Plant Hardiness Zone Influence Distribution Of Balsam Woolly Adelgid Damage In Atlantic Canada,Forestry Chronicle,Quiring| D; Ostaff| D; Hartling| L; Lavigne| D; Moore| K; Demerchant| I,2,4
2008,Temperature And Vegetation Effects On Soil Organic Carbon Quality Along A Forested Mean Annual Temperature Gradient In North America,Global Change Biology,Fissore| C; Giardina| Cp; Kolka| Rk; Trettin| Cc; King| Gm; Jurgensen| Mf; Barton| Cd; Mcdowell| Sd,2,4
2008,Temperature Dependence Of Stream Benthic Respiration In An Alpine River Network Under Global Warming,Freshwater Biology,Acuna| V; Wolf| A; Uehlinger| U; Tockner| K,2,4
2008,Temperature Increase Of 21st Century Mitigation Scenarios,Proceedings Of The National Academy Of Sciences Of The United States Of America,Van Vuuren| Dp; Meinshausen| M; Plattner| Gk; Joos| F; Strassmann| Km; Smith| Sj; Wigley| Tml; Raper| Scb; Riahi| K; De La Chesnaye| F; Den Elzen| Mgj; Fujino| J; Jiang| K; Nakicenovic| N; Paltsev| S; Reilly| Jm,2,2
2008,Temperature Tolerance Of Green Sunfish (lepomis Cyanellus),Texas Journal Of Science,Cortemeglia| C; Beitinger| Tl,2,4
2008,Temperature Trends At High Elevations: Patterns Across The Globe,Geophysical Research Letters,Pepin| Nc; Lundquist| Jd,4,4
2008,Temperature Variability And Trends Over Pune,Mausam,Das| Hp; Dhotre| Ak; Rase| Dm,4,4
2008,Temperature Variability Over The Indian Ocean And Its Relationship With Indian Summer Monsoon Rainfall,Theoretical And Applied Climatology,Kothawale| Dr; Munot| Aa; Borgaonkar| Hp,4,4
2008,Temperature| Viral Genetics| And The Transmission Of West Nile Virus By Culex Pipiens Mosquitoes,Plos Pathogens,Kilpatrick| Am; Meola| Ma; Moudy| Rm; Kramer| Ld,2,4
2008,Temperature-based Summer Habitat Partitioning Between White-beaked And Common Dolphins Around The United Kingdom And Republic Of Ireland,Journal Of The Marine Biological Association Of The United Kingdom,Macleod| Cd; Weir| Cr; Santos| Mb; Dunn| Te,2,4
2008,Temperature-oxygen Interactions In Antarctic Nudibranch Egg Masses,Journal Of Experimental Biology,Woods| Ha; Moran| Al,2,4
2008,Temporal And Cross-shelf Distribution Of Ichthyoplankton In The Central Cantabrian Sea,Estuarine Coastal And Shelf Science,Rodriguez| Jm,2,4
2008,Temporal And Spatial Variation In Metric Asymmetry In Skulls Of Polar Bears (ursus Maritimus) From East Greenland And Svalbard,Annales Zoologici Fennici,Bechshoft| To; Wiig| O; Sonne| C; Riget| Ff; Dietz| R; Letcher| Rj; Muir| Dcg,2,4
2008,Temporal Change In Carbon Stocks Of Cocoa-gliricidia Agroforests In Central Sulawesi| Indonesia,Agroforestry Systems,Smiley| Gl; Kroschel| J,3,4
2008,Temporal Changes In Soil Carbon And Nitrogen Storage In A Hybrid Poplar Chronosequence In Northern Alberta,Geoderma,Teklay| T; Chang| Sx,3,3
2008,Temporal Variations In Ozone Concentrations Derived From Principal Component Analysis,Theoretical And Applied Climatology,Yonemura| S; Kawashima| S; Matsueda| H; Sawa| Y; Inoue| S; Tanimoto| H,2,4
2008,Temporal-spatial Climate Change In The Last 35 Years In Tibet And Its Geo-environmental Consequences,Environmental Geology,Liu| W; Guo| Qh; Wang| Yx,2,4
2008,Terrestrial Reference Frame Implementation In Global Gps Analysis At Tiga Ulr Consortium,Physics And Chemistry Of The Earth,Woppelmann| G; Bouin| Mn; Altamimi| Z,4,4
2008,Testing For Climate Warming In Sweden During 1850-1999| Using Wavelets Analysis,Journal Of Applied Statistics,Almasri| A; Locking| H; Shukur| G,2,4
2008,Testing For Tree-ring Divergence In The European Alps,Global Change Biology,Buntgen| U; Frank| D; Wilson| R; Carrer| M; Urbinati| C,4,4
2008,Testing The Proposed Causal Link Between Cosmic Rays And Cloud Cover,Environmental Research Letters,Sloan| T; Wolfendale| Aw,4,4
2008,The (40)ar/(39)ar Ages Of The Sill Complex Of The Karoo Large Igneous Province: Implications For The Pliensbachian-toarcian Climate Change,Geochemistry Geophysics Geosystems,Jourdan| F; Feraud| G; Bertrand| H; Watkeys| Mk; Renne| Pr,5,4
2008,The Acute Temperature Tolerance Of Green Sturgeon (acipenser Medirostris) And The Effect Of Environmental Salinity,Journal Of Experimental Zoology Part A-ecological Genetics And Physiology,Sardella| Ba; Sanmarti| E; Kultz| D,2,4
2008,The Atmospheric Chemistry Of Sulphuryl Fluoride| So2f2,Atmospheric Chemistry And Physics,Dillon| Tj; Horowitz| A; Crowley| Jn,4,4
2008,The Biogeochemical Consequences Of Changing Ventilation In The Japan/east Sea,Marine Chemistry,Jenkins| Wj,2,4
2008,The Book Reopened On Infectious Diseases,Microbes And Infection,Avila| M; Said| N; Ojcius| Dm,2,4
2008,The Carbon-sequestration Potential Of Municipal Wastewater Treatment,Chemosphere,Rosso| D; Stenstrom| Mk,3,3
2008,The Climate Influence Of Anthropogenic Land-use Changes On Near-surface Wind Energy Potential In China,Chinese Science Bulletin,Li| Y; Wang| Y; Chu| Hy; Tang| Jp,2,3
2008,The Coastal Fishes Of Madeira Island - New Records And An Annotated Check-list,Zootaxa,Wirtz| P; Fricke| R; Biscoito| Mj,4,4
2008,The Design Of A Navigation| Guidance| And Control System For An Unmanned Surface Vehicle For Environmental Monitoring,Proceedings Of The Institution Of Mechanical Engineers Part M-journal Of Engineering For The Maritime Environment,Naeem| W; Xu| T; Sutton| R; Tiano| A,4,4
2008,The Dynamics Of Learning About A Climate Threshold,Climate Dynamics,Keller| K; Mcinerney| D,2,2
2008,The Earliest Stages Of Ecosystem Succession In High-elevation (5000 Metres Above Sea Level)| Recently Deglaciated Soils,Proceedings Of The Royal Society B-biological Sciences,Schmidt| Sk; Reed| Sc; Nemergut| Dr; Grandy| As; Cleveland| Cc; Weintraub| Mn; Hill| Aw; Costello| Ek; Meyer| Af; Neff| Jc; Martin| Am,2,4
2008,The Effect Of Heat Waves On Hospital Admissions For Renal Disease In A Temperate City Of Australia,International Journal Of Epidemiology,Hansen| Al; Bi| P; Ryan| P; Nitschke| M; Pisaniello| D; Tucker| G,2,4
2008,The Effect Of Prolonged Flooding On The Bark Of Mangrove Trees,Trees-structure And Function,Yanez-espinosa| L; Terrazas| T; Angeles| G,2,4
2008,The Effect Of Temperature On Growth And Competition Between Sphagnum Species,Oecologia,Breeuwer| A; Heijmans| Mmpd; Robroek| Bjm; Berendse| F,2,4
2008,The Effect Of Thermal History On The Susceptibility Of Reef-building Corals To Thermal Stress,Journal Of Experimental Biology,Middlebrook| R; Hoegh-guldberg| O; Leggat| W,2,4
2008,The Effects Of Changes In The Climate On The Energy Demands Of Buildings,International Journal Of Energy Research,Vidrih| B; Medved| S,2,4
2008,The Effects Of Logging On Soil Greenhouse Gas (co2|ch4| N2o) Flux In A Tropical Rain Forest| Peninsular Malaysia,Agricultural And Forest Meteorology,Yashiro| Y; Kadir| Wr; Okuda| T; Koizumi| H,3,3
2008,The Effects Of Weather And Air Pollution On Cardiovascular And Respiratory Mortality In Santiago| Chile| During The Winters Of 1988-1996,International Journal Of Climatology,Grass| D; Cane| M,2,4
2008,The Environmental Impact Of Recombinant Bovine Somatotropin (rbst) Use In Dairy Production,Proceedings Of The National Academy Of Sciences Of The United States Of America,Capper| Jl; Castaneda-gutierrez| E; Cady| Ra; Bauman| De,3,4
2008,The Evolution Of The Pinus Sylvestris L. Area In The Iberian Peninsula From The Last Glacial Maximum To 2100 Under Climate Change,Holocene,Garzon| Mb; De Dios| Rs; Ollero| Hs,2,3
2008,The Feedback Between Climate And Weathering,Mineralogical Magazine,Gislason| Sr; Oelkers| Eh; Eiriksdottir| Es; Kardjilov| Mi; Gisladottir| G; Sigfusson| B; Snorrason| A; Elefsen| S; Hardardottir| J; Torssander| P; Oskarsson| N,2,4
2008,The Future Of Global Warming: Will It Be Emissions Control Or Environmental Damages?,Mitigation And Adaptation Strategies For Global Change,Ranjan| R,3,3
2008,The Greenhouse Gas Balance Of The Province Of Siena,Journal Of Environmental Management,Ridolfi| R; Kneller| M; Donati| A; Pulselli| Rm,3,3
2008,The Greenhouse Gas Emissions And Fossil Energy Requirement Of Bioplastics From Cradle To Gate Of A Biomass Refinery,Environmental Science & Technology,Yu| J; Chen| Llxl,3,3
2008,The Holistic Impact Of Integrated Solid Waste Management On Greenhouse Gas Emissions In Phuket,Journal Of Cleaner Production,Liamsanguan| C; Gheewala| Sh,3,4
2008,The Impact Of Climate Change On Long-term Population Trends Of Birds In A Central European Country,Animal Conservation,Reif| J; Vorisek| P; St'astny| K; Koschova| M; Bejcek| V,2,4
2008,The Impact Of Temperature Regimes On Development| Dormancy Breaking And Germination Of Dwarf Shrub Seeds From Arctic| Alpine And Boreal Sites,Plant Ecology,Graae| Bj; Alsos| Ig; Ejrnaes| R,2,4
2008,The Impacts Of Global Warming On Farmers In Brazil And India,Global Environmental Change-human And Policy Dimensions,Sanghi| A; Mendelsohn| R,2,3
2008,The Importance Of Carbon Footprint Estimation Boundaries,Environmental Science & Technology,Matthews| Hs; Hendrickson| Ct; Weber| Cl,3,4
2008,The Importance Of Date Of Snowmelt For The Separation Of Different Oligotrophic And Mesotrophic Mountain Vegetation Types In Southern Norway,Phytocoenologia,Odland| A; Munkejord| Hk,2,4
2008,The Importance Of Physiological Limits In Determining Biogeographical Range Shifts Due To Global Climate Change: The Heat-shock Response,Physiological And Biochemical Zoology,Tomanek| L,2,4
2008,The Influence Of Climatic And Ice Regime Variability On Navigation,Herald Of The Russian Academy Of Sciences,Matishov| Gg,5,5
2008,The Influence Of Global Climate Change On Air And Soil Temperatures In Maize Canopy,Idojaras,Diossy| L,2,2
2008,The Influence Of Temperature On The Development Of Baltic Sea Sprat (sprattus Sprattus) Eggs And Yolk Sac Larvae,Marine Biology,Petereit| C; Haslob| H; Kraus| G; Clemmesen| C,2,4
2008,The Issue Of Carbon Dioxide Emission In Poland,Gospodarka Surowcami Mineralnymi-mineral Resources Management,Malopolska| M; Zarebska| K,3,2
2008,The Late Holocene Extinction Of Pinus Sylvestris In The Western Cantabrian Range (spain),Journal Of Biogeography,Rubiales| Jm; Garcia-amorena| I; Alvarez| Sg; Manzaneque| Fg,2,4
2008,The Monetary Compensation Mechanism: An Alternative To The Clean Development Mechanism,Ecological Economics,Liu| Xm,3,3
2008,The Next Generation Of Refrigerants - Historical Review| Considerations| And Outlook,International Journal Of Refrigeration-revue Internationale Du Froid,Calm| Jm,3,4
2008,The Ocean's Role In Climate Variability,Acta Oceanologica Sinica,Chen| D,2,4
2008,The Oldest North American Primate And Mammalian Biogeography During The Paleocene-eocene Thermal Maximum,Proceedings Of The National Academy Of Sciences Of The United States Of America,Beard| Kc,5,4
2008,The Performance Analysis Of Co(2) Mobile Air Conditioning System With Various Gas Cooler Pressure And Outlet Temperature Of Co(2) From The Gas Cooler,Journal Of The Faculty Of Engineering And Architecture Of Gazi University,Ozgur| Ae,3,3
2008,The Potential Of Bio-methane As Bio-fuel/bio-energy For Reducing Greenhouse Gas Emissions: A Qualitative Assessment For Europe In A Life Cycle Perspective,Water Science And Technology,Tilche| A; Galatola| M,3,3
2008,The Potential Of Water Power In The Fight Against Global Warming In The Us,Energy Policy,Kosnik| L,3,1
2008,The Prospects For Global Green Car Mobility,Journal Of Cleaner Production,Moriarty| P; Honnery| D,3,2
2008,The Prospects For Reduced Emissions From Deforestation And Degradation (redd) In Mesoamerica,International Forestry Review,Kaimowitz| D,3,3
2008,The Recent Arctic Warm Period,Tellus Series A-dynamic Meteorology And Oceanography,Overland| Je; Wang| M; Salo| S,4,4
2008,The Recycling Of Plastic Wastes From Discarded Tv Sets: Comparing Energy Recovery With Mechanical Recycling In The Context Of Life Cycle Assessment,Journal Of Cleaner Production,Dodbiba| G; Takahashi| K; Sadaki| J; Fujita| T,3,4
2008,The Research Of Durative Characteristics Of Dry/wet Series Of China During The Past 1000 Years,Acta Physica Sinica,Gong| Zq; Feng| Gl,2,4
2008,The Responding Relationship Between Plants And Environment Is The Essential Principle For Agricultural Sustainable Development On The Globe,Comptes Rendus Biologies,Yi| Z; Hong-bo| S,4,4
2008,The Response Of Lake-glacier Variations To Climate Change In Nam Co Catchment| Central Tibetan Plateau| During 1970-2000,Journal Of Geographical Sciences,Wu| Yh; Zhu| Lp,2,4
2008,The Response Of Terrestrial Ecosystems To Global Climate Change: Towards An Integrated Approach,Science Of The Total Environment,Rustad| Le,4,2
2008,The Role Of Amoeboid Protists And The Microbial Community In Moss-rich Terrestrial Ecosystems: Biogeochemical Implications For The Carbon Budget And Carbon Cycle| Especially At Higher Latitudes,Journal Of Eukaryotic Microbiology,Anderson| Or,4,4
